"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","games_behind","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year"
"Sunday, Apr 23","boxscore","LAA","@","OAK","W","4","3","None","10-9","1"," Tied","Escobar","Loaiza","Rodriguez","2:17","D","27,104","++","None",2006
"Monday, Apr 24","boxscore","LAA","None","DET","W","3","0","None","11-9","1","up 1.0","Santana","Rogers","Rodriguez","2:26","N","39,776","+++","None",2006
"Tuesday, Apr 25","boxscore","LAA","None","DET","L","2","5","None","11-10","1"," Tied","Bonderman","Carrasco","Jones","2:29","N","40,007","-","None",2006
"Wednesday, Apr 26","boxscore","LAA","None","DET","W","4","0","None","12-10","1","up 1.0","Lackey","Maroth","None","2:15","D","37,532","+","None",2006
"Friday, Apr 28","boxscore","LAA","None","CHW","L","5","8","None","12-11","1","up 1.0","Garcia","Weaver","None","3:03","N","43,940","-","None",2006
"Saturday, Apr 29","boxscore","LAA","None","CHW","L","1","2","None","12-12","1"," Tied","Contreras","Escobar","Jenks","2:24","N","44,065","--","None",2006
"Sunday, Apr 30","boxscore","LAA","None","CHW","L","5","6","None","12-13","3"," 1.0","Politte","Shields","Cotts","2:35","D","44,135","---","None",2006
"Monday, May 1","boxscore","LAA","None","OAK","L","0","1","None","12-14","3"," 2.0","Zito","Carrasco","Duchscherer","2:42","N","41,721","----","None",2006
"Tuesday, May 2","boxscore","LAA","None","OAK","L","3","10","None","12-15","3"," 3.0","Halsey","Lackey","None","2:58","D","35,943","-----","None",2006
"Wednesday, May 3","boxscore","LAA","@","DET","L","1","2","None","12-16","3"," 4.0","Zumaya","Weaver","Rodney","2:20","N","17,171","------","None",2006
"Thursday, May 4","boxscore","LAA","@","DET","W","7","2","None","13-16","3"," 4.0","Gregg","Verlander","None","2:12","D","24,879","+","None",2006
"Friday, May 5","boxscore","LAA","@","TOR","L","3","13","None","13-17","3"," 4.0","Chacin","Santana","None","2:50","N","22,227","-","None",2006
"Saturday, May 6","boxscore","LAA","@","TOR","W","3","0","None","14-17","3"," 3.0","Escobar","Lilly","Rodriguez","2:26","D","29,761","+","None",2006
"Sunday, May 7","boxscore","LAA","@","TOR","L","1","3","None","14-18","3"," 3.0","Janssen","Lackey","Ryan","2:00","D","24,351","-","None",2006
"Monday, May 8","boxscore","LAA","@","TOR","L","1","5","None","14-19","3"," 4.0","Halladay","Weaver","None","1:59","N","18,611","--","None",2006
"Tuesday, May 9","boxscore","LAA","@","CHW","L","1","9","None","14-20","4"," 4.0","Garcia","Gregg","None","2:34","N","36,539","---","None",2006
"Wednesday, May 10","boxscore","LAA","@","CHW","W","12","5","None","15-20","3"," 3.0","Santana","Haeger","Rodriguez","3:15","N","31,034","+","None",2006
"Friday, May 12","boxscore","LAA","None","SEA","W","12","7","None","16-20","3"," 3.0","Escobar","Pineiro","Carrasco","2:53","N","43,912","++","None",2006
"Saturday, May 13","boxscore","LAA","None","SEA","L","4","5","13","16-21","3"," 3.5","Sherrill","Gregg","Woods","4:11","N","43,821","-","None",2006
"Sunday, May 14","boxscore","LAA","None","SEA","L","4","9","None","16-22","4"," 4.0","Meche","Weaver","Fruto","2:51","D","43,191","--","None",2006
"Tuesday, May 16","boxscore","LAA","None","TOR","W","8","3","None","17-22","3"," 3.5","Santana","Lilly","None","2:59","N","43,066","+","None",2006
"Wednesday, May 17","boxscore","LAA","None","TOR","L","0","3","None","17-23","3"," 3.5","Janssen","Escobar","Ryan","2:26","N","38,767","-","None",2006
"Thursday, May 18","boxscore","LAA","None","TOR","L","4","8","10","17-24","3"," 4.5","Frasor","Rodriguez","None","3:24","N","37,850","--","None",2006
"Friday, May 19","boxscore","LAA","@","LAD","L","3","16","None","17-25","4"," 5.5","Sele","Weaver","None","3:01","N","55,655","---","None",2006
"Saturday, May 20","boxscore","LAA","@","LAD","L","4","8","None","17-26","4"," 5.5","Beimel","Shields","None","3:01","D","55,587","----","None",2006
"Sunday, May 21","boxscore","LAA","@","LAD","L","0","7","None","17-27","4"," 5.5","Lowe","Santana","None","2:30","D","55,662","-----","None",2006
"Monday, May 22","boxscore","LAA","@","TEX","L","2","3","None","17-28","4"," 6.5","Loe","Escobar","Otsuka","2:28","N","22,032","------","None",2006
"Tuesday, May 23","boxscore","LAA","@","TEX","W","7","6","None","18-28","4"," 5.5","Carrasco","Cordero","Rodriguez","3:17","N","21,833","+","None",2006
"Wednesday, May 24","boxscore","LAA","@","TEX","W","8","5","None","19-28","4"," 4.5","Weaver","Tejeda","None","3:04","D","16,536","++","None",2006
"Friday, May 26","boxscore","LAA","None","BAL","W","5","2","None","20-28","4"," 5.0","Shields","Williams","Rodriguez","2:35","N","42,675","+++","None",2006
"Saturday, May 27","boxscore","LAA","None","BAL","W","10","1","None","21-28","3"," 4.0","Weaver","Bedard","None","2:38","N","43,005","++++","None",2006
"Sunday, May 28","boxscore","LAA","None","BAL","L","6","7","None","21-29","3"," 5.0","Birkins","Escobar","Ray","3:01","D","40,856","-","None",2006
"Monday, May 29","boxscore","LAA","None","MIN","W-wo","4","3","11","22-29","3"," 5.0","Shields","Crain","None","3:16","N","40,007","+","None",2006
"Tuesday, May 30","boxscore","LAA","None","MIN","W","6","3","None","23-29","2"," 5.0","Weaver","Baker","Rodriguez","2:33","N","37,299","++","None",2006
"Wednesday, May 31","boxscore","LAA","None","MIN","L","1","7","None","23-30","3"," 5.0","Liriano","Santana","None","2:34","N","44,001","-","None",2006
"Friday, Jun 2","boxscore","LAA","@","CLE","W","10","3","None","24-30","3"," 5.0","Weaver","Johnson","None","3:10","N","22,957","+","None",2006
"Saturday, Jun 3","boxscore","LAA","@","CLE","L","2","14","None","24-31","3"," 5.0","Lee","Escobar","None","2:43","D","23,769","-","None",2006
"Sunday, Jun 4","boxscore","LAA","@","CLE","W","14","2","None","25-31","3"," 5.0","Lackey","Sabathia","None","3:04","N","19,148","+","None",2006
"Monday, Jun 5","boxscore","LAA","@","TBD","L","0","4","None","25-32","3"," 5.5","Shields","Weaver","Walker","2:41","N","9,519","-","None",2006
"Tuesday, Jun 6","boxscore","LAA","@","TBD","W","12","2","None","26-32","3"," 5.5","Santana","Kazmir","None","2:47","N","13,762","+","None",2006
"Wednesday, Jun 7","boxscore","LAA","@","TBD","W","6","2","None","27-32","3"," 5.5","Weaver","McClung","None","2:21","D","9,517","++","None",2006
"Friday, Jun 9","boxscore","LAA","None","SEA","L","1","4","None","27-33","4"," 5.0","Washburn","Escobar","Putz","2:29","N","44,114","-","None",2006
"Saturday, Jun 10","boxscore","LAA","None","SEA","L","6","12","None","27-34","4"," 6.0","Meche","Lackey","None","3:12","N","44,129","--","None",2006
"Sunday, Jun 11","boxscore","LAA","None","SEA","L","2","6","None","27-35","4"," 6.5","Hernandez","Weaver","None","2:32","D","42,198","---","None",2006
"Monday, Jun 12","boxscore","LAA","None","KCR","W","4","3","None","28-35","4"," 5.5","Santana","Keppel","Rodriguez","2:37","N","36,146","+","None",2006
"Tuesday, Jun 13","boxscore","LAA","None","KCR","W","4","1","None","29-35","4"," 4.5","Weaver","Duckworth","Rodriguez","2:31","N","38,820","++","None",2006
"Wednesday, Jun 14","boxscore","LAA","None","KCR","L","3","4","None","29-36","4"," 5.5","Redman","Shields","Burgos","2:28","N","38,910","-","None",2006
"Thursday, Jun 15","boxscore","LAA","None","KCR","W-wo","3","2","10","30-36","3"," 5.0","Carrasco","Dessens","None","2:55","N","41,649","+","None",2006
"Friday, Jun 16","boxscore","LAA","None","SDP","L","4","5","None","30-37","4"," 6.0","Embree","Rodriguez","Hoffman","2:33","N","44,005","-","None",2006
"Saturday, Jun 17","boxscore","LAA","None","SDP","W","3","2","None","31-37","4"," 6.0","Santana","Peavy","Rodriguez","2:46","D","43,909","+","None",2006
"Sunday, Jun 18","boxscore","LAA","None","SDP","L","3","7","None","31-38","4"," 7.0","Park","Colon","None","2:49","D","44,159","-","None",2006
"Monday, Jun 19","boxscore","LAA","@","SFG","L","1","2","None","31-39","4"," 7.0","Cain","Escobar","Benitez","2:16","N","37,594","--","None",2006
"Tuesday, Jun 20","boxscore","LAA","@","SFG","L","2","3","None","31-40","4"," 7.0","Morris","Lackey","Benitez","2:41","N","40,887","---","None",2006
"Wednesday, Jun 21","boxscore","LAA","@","SFG","W","6","3","None","32-40","4"," 7.0","Shields","Accardo","Rodriguez","3:01","D","40,900","+","None",2006
"Friday, Jun 23","boxscore","LAA","@","ARI","W","8","2","None","33-40","4"," 7.0","Santana","Gonzalez","None","2:59","N","23,684","++","None",2006
"Saturday, Jun 24","boxscore","LAA","@","ARI","W","6","4","13","34-40","4"," 6.0","Donnelly","Medders","Rodriguez","4:04","N","33,525","+++","None",2006
"Sunday, Jun 25","boxscore","LAA","@","ARI","L","7","9","None","34-41","4"," 7.0","Batista","Escobar","Julio","3:07","D","24,778","-","None",2006
"Monday, Jun 26","boxscore","LAA","None","COL","W","5","4","None","35-41","4"," 6.5","Lackey","Mesa","Rodriguez","2:22","N","43,781","+","None",2006
"Tuesday, Jun 27","boxscore","LAA","None","COL","L","4","12","None","35-42","4"," 6.5","Cook","Weaver","None","3:01","N","39,341","-","None",2006
"Wednesday, Jun 28","boxscore","LAA","None","COL","L","2","6","None","35-43","4"," 6.5","Ramirez","Shields","None","2:57","N","38,153","--","None",2006
"Friday, Jun 30","boxscore","LAA","None","LAD","L","1","6","None","35-44","4"," 7.0","Penny","Colon","None","2:24","N","44,233","---","None",2006
"Saturday, Jul 1","boxscore","LAA","None","LAD","W","9","2","None","36-44","4"," 6.0","Escobar","Hendrickson","None","2:49","D","43,891","+","None",2006
"Sunday, Jul 2","boxscore","LAA","None","LAD","W","4","0","None","37-44","4"," 5.0","Lackey","Billingsley","None","2:38","D","44,223","++","None",2006
"Monday, Jul 3","boxscore","LAA","@","SEA","W","7","1","None","38-44","4"," 5.0","Weaver","Hernandez","None","2:50","N","30,632","+++","None",2006
"Tuesday, Jul 4","boxscore","LAA","@","SEA","W","14","6","None","39-44","4"," 5.0","Santana","Mateo","None","2:28","D","30,853","++++","None",2006
"Wednesday, Jul 5","boxscore","LAA","@","SEA","W","4","0","None","40-44","4"," 4.0","Colon","Moyer","None","2:03","N","25,009","+++++","None",2006
"Thursday, Jul 6","boxscore","LAA","@","OAK","L-wo","5","7","None","40-45","4"," 5.0","Street","Shields","None","2:43","N","14,673","-","None",2006
"Friday, Jul 7","boxscore","LAA","@","OAK","W","3","0","None","41-45","4"," 4.0","Lackey","Zito","None","2:01","N","20,711","+","None",2006
"Saturday, Jul 8","boxscore","LAA","@","OAK","W","6","4","None","42-45","3"," 3.0","Weaver","Blanton","Rodriguez","2:47","N","25,289","++","None",2006
"Sunday, Jul 9","boxscore","LAA","@","OAK","W","4","2","None","43-45","3"," 2.0","Santana","Haren","Rodriguez","2:19","D","26,603","+++","None",2006
"Friday, Jul 14","boxscore","LAA","None","TBD","W","4","0","None","44-45","3"," 2.5","Lackey","Seo","None","2:15","N","44,026","++++","None",2006
"Saturday, Jul 15","boxscore","LAA","None","TBD","W","9","2","None","45-45","3"," 1.5","Santana","Shields","None","2:42","N","44,125","+++++","None",2006
"Sunday, Jul 16","boxscore","LAA","None","TBD","W","7","5","None","46-45","3"," 1.5","Shields","Harville","Rodriguez","3:03","D","41,646","++++++","None",2006
"Monday, Jul 17","boxscore","LAA","None","CLE","W","10","5","None","47-45","2"," 0.5","Moseley","Westbrook","None","2:59","N","43,921","+++++++","None",2006
"Tuesday, Jul 18","boxscore","LAA","None","CLE","W","7","5","None","48-45","2"," 0.5","Saunders","Lee","Rodriguez","2:58","N","44,020","++++++++","None",2006
"Wednesday, Jul 19","boxscore","LAA","None","CLE","L","4","6","None","48-46","3"," 1.5","Byrd","Lackey","Wickman","3:20","D","43,744","-","None",2006
"Thursday, Jul 20","boxscore","LAA","@","KCR","L","4","9","None","48-47","3"," 2.0","Dessens","Gregg","None","3:25","N","12,178","--","None",2006
"Friday, Jul 21","boxscore","LAA","@","KCR","L","3","8","None","48-48","3"," 2.0","Hernandez","Colon","None","2:32","N","20,988","---","None",2006
"Saturday, Jul 22","boxscore","LAA","@","KCR","W","4","3","10","49-48","3"," 2.0","Shields","Wellemeyer","Rodriguez","3:06","N","26,873","+","None",2006
"Sunday, Jul 23","boxscore","LAA","@","KCR","W","3","1","None","50-48","3"," 1.0","Weaver","Duckworth","Rodriguez","2:40","D","17,496","++","None",2006
"Monday, Jul 24","boxscore","LAA","@","TBD","W","8","4","None","51-48","1"," Tied","Lackey","Seo","None","2:24","N","11,020","+++","None",2006
"Tuesday, Jul 25","boxscore","LAA","@","TBD","L","3","6","None","51-49","1"," Tied","Switzer","Santana","None","2:45","N","11,253","-","None",2006
"Wednesday, Jul 26","boxscore","LAA","@","TBD","W","15","6","None","52-49","1"," Tied","Gregg","Fossum","None","3:02","D","18,525","+","None",2006
"Friday, Jul 28","boxscore","LAA","@","BOS","W","8","3","None","53-49","1","up 0.5","Escobar","Lester","None","3:13","N","36,109","++","None",2006
"Saturday, Jul 29","boxscore","LAA","@","BOS","L-wo","6","7","11","53-50","2"," 0.5","Tavarez","Carrasco","None","3:59","D","35,621","-","None",2006
"Sunday, Jul 30","boxscore","LAA","@","BOS","W","10","4","None","54-50","2"," 0.5","Lackey","Schilling","None","3:07","N","36,048","+","None",2006
"Monday, Jul 31","boxscore","LAA","None","OAK","L","1","3","None","54-51","2"," 1.5","Haren","Santana","None","2:14","N","43,558","-","None",2006
"Tuesday, Aug 1","boxscore","LAA","None","OAK","W","3","2","None","55-51","2"," 0.5","Saunders","Blanton","Rodriguez","2:23","N","44,111","+","None",2006
"Wednesday, Aug 2","boxscore","LAA","None","OAK","L","2","3","None","55-52","2"," 1.5","Calero","Shields","Street","2:56","D","44,149","-","None",2006
"Thursday, Aug 3","boxscore","LAA","None","TEX","L","6","7","12","55-53","2"," 2.0","Littleton","Gregg","Otsuka","4:00","N","43,569","--","None",2006
"Friday, Aug 4","boxscore","LAA","None","TEX","L","3","7","None","55-54","3"," 3.0","Padilla","Lackey","None","2:24","N","44,074","---","None",2006
"Saturday, Aug 5","boxscore","LAA","None","TEX","W","10","3","None","56-54","2"," 3.0","Santana","Koronka","None","2:42","D","43,701","+","None",2006
"Sunday, Aug 6","boxscore","LAA","None","TEX","W","9","1","None","57-54","2"," 3.0","Saunders","Eaton","None","2:33","D","43,804","++","None",2006
"Monday, Aug 7","boxscore","LAA","@","CHW","W","6","3","None","58-54","2"," 3.0","Escobar","Buehrle","Rodriguez","2:40","N","37,477","+++","2006-05-11 (Rain)",2006
"Tuesday, Aug 8","boxscore","LAA","@","CLE","W","5","4","None","59-54","2"," 3.0","Donnelly","Betancourt","Rodriguez","3:07","N","23,293","++++","None",2006
"Wednesday, Aug 9","boxscore","LAA","@","CLE","L","0","4","None","59-55","2"," 3.0","Westbrook","Lackey","None","2:18","N","18,804","-","None",2006
"Thursday, Aug 10","boxscore","LAA","@","CLE","L","2","14","None","59-56","2"," 3.5","Lee","Santana","None","3:21","N","24,362","--","None",2006
"Friday, Aug 11","boxscore","LAA","@","NYY","W","7","4","None","60-56","2"," 3.5","Saunders","Lidle","Rodriguez","3:11","N","54,450","+","None",2006
"Saturday, Aug 12","boxscore","LAA","@","NYY","L","2","5","None","60-57","2"," 4.5","Wright","Escobar","Rivera","2:52","D","54,157","-","None",2006
"Sunday, Aug 13","boxscore","LAA","@","NYY","W","5","3","None","61-57","2"," 4.5","Weaver","Wang","Rodriguez","3:19","D","54,309","+","None",2006
"Monday, Aug 14","boxscore","LAA","@","NYY","L","2","7","None","61-58","2"," 5.5","Johnson","Lackey","None","2:57","N","52,100","-","None",2006
"Tuesday, Aug 15","boxscore","LAA","@","TEX","W","9","7","None","62-58","2"," 5.5","Carrasco","Littleton","Rodriguez","2:55","N","26,561","+","None",2006
"Wednesday, Aug 16","boxscore","LAA","@","TEX","L","3","9","None","62-59","2"," 6.5","Eaton","Saunders","None","2:51","N","31,723","-","None",2006
"Thursday, Aug 17","boxscore","LAA","None","SEA","W","5","2","None","63-59","2"," 6.0","Escobar","Moyer","Rodriguez","2:43","N","43,813","+","None",2006
"Friday, Aug 18","boxscore","LAA","None","SEA","W","3","0","None","64-59","2"," 4.5","Weaver","Hernandez","Rodriguez","2:48","N","44,072","++","None",2006
"Saturday, Aug 19","boxscore","LAA","None","SEA","W","9","7","None","65-59","2"," 4.5","Carrasco","Washburn","Rodriguez","3:06","N","44,106","+++","None",2006
"Sunday, Aug 20","boxscore","LAA","None","SEA","W-wo","3","2","None","66-59","2"," 4.5","Donnelly","Putz","None","2:45","D","43,876","++++","None",2006
"Tuesday, Aug 22","boxscore","LAA","None","BOS","W","4","3","None","67-59","2"," 4.0","Shields","Gabbard","Rodriguez","3:07","N","44,041","+++++","None",2006
"Wednesday, Aug 23","boxscore","LAA","None","BOS","L","4","5","None","67-60","2"," 5.0","Lester","Escobar","Papelbon","3:17","N","44,093","-","None",2006
"Thursday, Aug 24","boxscore","LAA","None","BOS","L","1","2","None","67-61","2"," 5.5","Beckett","Weaver","Papelbon","2:58","N","44,109","--","None",2006
"Friday, Aug 25","boxscore","LAA","None","NYY","W-wo","6","5","None","68-61","2"," 5.5","Rodriguez","Myers","None","3:46","N","44,253","+","None",2006
"Saturday, Aug 26","boxscore","LAA","None","NYY","W","12","7","None","69-61","2"," 5.5","Santana","Bruney","Rodriguez","3:40","D","44,185","++","None",2006
"Sunday, Aug 27","boxscore","LAA","None","NYY","L","8","11","None","69-62","2"," 5.5","Karstens","Saunders","None","3:33","D","44,225","-","None",2006
"Monday, Aug 28","boxscore","LAA","@","SEA","L","0","2","None","69-63","2"," 6.5","Hernandez","Escobar","None","1:51","N","28,748","--","None",2006
"Tuesday, Aug 29","boxscore","LAA","@","SEA","L","4","6","None","69-64","2"," 7.5","Washburn","Weaver","Putz","3:03","N","29,059","---","None",2006
"Wednesday, Aug 30","boxscore","LAA","@","SEA","W","5","3","None","70-64","2"," 7.5","Lackey","Woods","Rodriguez","2:39","N","31,269","+","None",2006
"Friday, Sep 1","boxscore","LAA","@","DET","L","0","9","None","70-65","2"," 8.5","Rogers","Santana","None","2:50","N","37,509","-","None",2006
"Saturday, Sep 2","boxscore","LAA","@","DET","W","7","2","10","71-65","2"," 7.5","Rodriguez","Jones","None","3:23","N","37,826","+","None",2006
"Sunday, Sep 3","boxscore","LAA","@","DET","W","2","1","None","72-65","2"," 7.5","Escobar","Ledezma","Rodriguez","2:25","N","38,688","++","None",2006
"Monday, Sep 4","boxscore","LAA","None","BAL","W","1","0","None","73-65","2"," 6.5","Weaver","Lopez","Rodriguez","2:25","N","38,217","+++","None",2006
"Tuesday, Sep 5","boxscore","LAA","None","BAL","W-wo","5","2","10","74-65","2"," 5.5","Donnelly","Manon","None","3:13","N","43,658","++++","None",2006
