"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","games_behind","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year"
"Tuesday, Apr 23","boxscore","HOU","None","STL","L","0","15","None","4-11","10","5.5","Broglio","Golden","None","2:40","D","2,551","----","None",1963
"Wednesday, Apr 24","boxscore","HOU","None","MLN","L","3","4","None","4-12","10","6.5","Spahn","Farrell","None","2:09","N","7,367","-----","None",1963
"Thursday, Apr 25","boxscore","HOU","None","MLN","W","7","5","None","5-12","10","5.5","Nottebart","Fischer","McMahon","2:33","D","5,270","+","None",1963
"Friday, Apr 26","boxscore","HOU","None","CIN","W","2","0","None","6-12","10","5.5","Bruce","Maloney","None","1:53","N","7,584","++","None",1963
"Saturday, Apr 27","boxscore","HOU","None","CIN","L","0","1","None","6-13","10","6.5","O'Toole","Johnson","None","2:08","N","9,787","-","None",1963
"Sunday, Apr 28","boxscore","HOU","None","CIN","W-wo","3","2","None","7-13","9","6.5","Woodeshick","Brosnan","None","2:14","D","9,569","+","None",1963
"Thursday, May 2","boxscore","HOU","@","NYM","L","3","10","None","7-14","10","7.5","Jackson","Nottebart","MacKenzie","2:44","N","2,020","-","None",1963
"Friday, May 3","boxscore","HOU","@","PHI","L","3","4","None","7-15","10","7.5","Hamilton","Bruce","Baldschun","2:52","N","5,843","--","None",1963
"Saturday, May 4","boxscore","HOU","@","PHI","L","0","7","None","7-16","10","7.5","Culp","Johnson","None","2:01","D","3,361","---","None",1963
"Sunday, May 5","boxscore","HOU","@","PHI","L-wo","5","6","None","7-17","10","7.5","Hamilton","Woodeshick","None","3:10","D","None","----","None",1963
"Sunday, May 5","boxscore","HOU","@","PHI","W","6","2","None","8-17","10","7.5","Farrell","Klippstein","None","2:37","D","11,185","+","None",1963
"Tuesday, May 7","boxscore","HOU","@","CIN","W","3","2","None","9-17","10","7.5","Nottebart","Jay","Kemmerer","2:36","N","5,714","++","None",1963
"Wednesday, May 8","boxscore","HOU","@","CIN","L","2","3","None","9-18","10","8.5","Nuxhall","Bruce","None","2:12","N","5,002","-","None",1963
"Thursday, May 9","boxscore","HOU","@","CIN","L","3","13","None","9-19","10","9.5","Maloney","Johnson","None","2:40","N","5,870","--","None",1963
"Friday, May 10","boxscore","HOU","None","CHC","W","4","1","None","10-19","10","8.5","Farrell","Hobbie","None","2:01","N","7,238","+","None",1963
"Saturday, May 11","boxscore","HOU","None","CHC","W","5","3","None","11-19","10","7","Woodeshick","Toth","None","2:23","N","None","++","None",1963
"Saturday, May 11","boxscore","HOU","None","CHC","W","1","0","None","12-19","10","7","Drott","Jackson","Johnson","1:55","N","11,224","+++","None",1963
"Sunday, May 12","boxscore","HOU","None","CHC","W-wo","2","1","10","13-19","10","6","Umbricht","Buhl","None","1:46","D","4,910","++++","None",1963
"Monday, May 13","boxscore","HOU","None","NYM","W","4","2","None","14-19","9","5.5","Bruce","Craig","McMahon","2:40","N","7,320","+++++","None",1963
"Tuesday, May 14","boxscore","HOU","None","NYM","W","4","3","None","15-19","8","5.5","Farrell","Willey","None","2:36","N","9,147","++++++","None",1963
"Wednesday, May 15","boxscore","HOU","None","NYM","L","4","7","None","15-20","10","6.5","Jackson","Johnson","None","2:30","D","2,240","-","None",1963
"Thursday, May 16","boxscore","HOU","None","PHI","L","2","5","None","15-21","10","7.5","Culp","Drott","Baldschun","2:30","N","7,027","--","None",1963
"Friday, May 17","boxscore","HOU","None","PHI","W","4","1","None","16-21","9","7.5","Nottebart","Hamilton","None","2:12","N","8,223","+","None",1963
"Saturday, May 18","boxscore","HOU","None","PHI","W-wo","3","2","None","17-21","9","6.5","Johnson","Baldschun","None","2:27","N","5,409","++","None",1963
"Sunday, May 19","boxscore","HOU","None","PIT","L","0","5","None","17-22","9","7","Friend","Farrell","None","2:13","D","8,847","-","None",1963
"Monday, May 20","boxscore","HOU","None","PIT","W","2","0","None","18-22","9","6.5","Drott","Cardwell","None","2:08","N","5,281","+","None",1963
"Tuesday, May 21","boxscore","HOU","None","PIT","L","5","6","None","18-23","9","7.5","McBean","Umbricht","Face","2:35","N","6,329","-","None",1963
"Wednesday, May 22","boxscore","HOU","None","PIT","L","3","4","None","18-24","9","8.5","Francis","Nottebart","Face","2:20","N","5,577","--","None",1963
"Friday, May 24","boxscore","HOU","@","CHC","W","6","5","12","19-24","9","8.5","Woodeshick","McDaniel","None","3:57","D","3,087","+","None",1963
"Saturday, May 25","boxscore","HOU","@","CHC","L","1","4","None","19-25","9","9.5","Jackson","Farrell","None","1:49","D","9,786","-","None",1963
"Sunday, May 26","boxscore","HOU","@","CHC","L","1","5","None","19-26","9","9.5","Buhl","Drott","None","1:54","D","15,316","--","None",1963
"Tuesday, May 28","boxscore","HOU","@","STL","L-wo","7","8","10","19-27","9","9.5","Taylor","Johnson","None","2:41","N","6,836","---","None",1963
"Wednesday, May 29","boxscore","HOU","@","STL","L-wo","2","3","10","19-28","9","10.5","Shantz","McMahon","None","2:55","N","8,346","----","None",1963
"Thursday, May 30","boxscore","HOU","@","STL","L","5","9","None","19-29","9","11.5","Sadecki","Farrell","Bauta","2:17","D","10,497","-----","None",1963
"Friday, May 31","boxscore","HOU","@","MLN","W","3","2","None","20-29","9","10.5","Johnson","Shaw","None","2:09","N","6,619","+","None",1963
"Saturday, Jun 1","boxscore","HOU","@","MLN","L","1","4","None","20-30","9","10.5","Burdette","Nottebart","None","1:47","D","5,135","-","None",1963
"Sunday, Jun 2","boxscore","HOU","@","MLN","W","3","1","17","21-30","9","10.5","Woodeshick","Piche","None","4:46","D","8,810","+","None",1963
"Monday, Jun 3","boxscore","HOU","None","LAD","W","2","1","None","22-30","9","10","Farrell","Drysdale","None","1:57","N","15,659","++","None",1963
"Tuesday, Jun 4","boxscore","HOU","None","LAD","L","1","2","None","22-31","9","10","Miller","Drott","Perranoski","2:21","N","10,429","-","None",1963
"Wednesday, Jun 5","boxscore","HOU","None","LAD","L","1","5","None","22-32","9","9.5","Koufax","Johnson","None","2:24","N","15,365","--","None",1963
"Friday, Jun 7","boxscore","HOU","None","SFG","W-wo","2","1","10","23-32","9","8","Woodeshick","Perry","None","2:25","N","17,014","+","None",1963
"Saturday, Jun 8","boxscore","HOU","None","SFG","W","2","1","None","24-32","9","8","Bruce","O'Dell","Woodeshick","2:24","N","19,134","++","None",1963
"Sunday, Jun 9","boxscore","HOU","None","SFG","W","3","0","None","25-32","9","8","Brown","Sanford","None","1:58","N","17,437","+++","None",1963
"Monday, Jun 10","boxscore","HOU","None","CHC","L","2","3","None","25-33","9","8","McDaniel","Woodeshick","None","2:34","N","10,124","-","None",1963
"Tuesday, Jun 11","boxscore","HOU","None","CHC","W-wo","6","2","10","26-33","9","8","Woodeshick","McDaniel","None","2:37","N","12,327","+","None",1963
"Wednesday, Jun 12","boxscore","HOU","@","LAD","L","1","9","None","26-34","9","8","Podres","Nottebart","None","2:08","N","17,389","-","None",1963
"Thursday, Jun 13","boxscore","HOU","@","LAD","L","0","3","None","26-35","9","9","Koufax","Bruce","None","2:07","N","21,873","--","None",1963
"Friday, Jun 14","boxscore","HOU","@","SFG","L","1","2","None","26-36","9","10","Sanford","Brown","Pierce","1:36","N","15,775","---","None",1963
"Saturday, Jun 15","boxscore","HOU","@","SFG","L","0","1","None","26-37","9","11","Marichal","Drott","None","1:41","D","18,869","----","None",1963
"Sunday, Jun 16","boxscore","HOU","@","SFG","W","3","0","None","27-37","9","11","Umbricht","Bolin","None","2:17","D","None","+","None",1963
"Sunday, Jun 16","boxscore","HOU","@","SFG","L","3","4","None","27-38","9","11","Larsen","Woodeshick","Duffalo","2:50","D","40,499","-","None",1963
"Tuesday, Jun 18","boxscore","HOU","@","CHC","L","1","3","None","27-39","9","12","Ellsworth","Bruce","McDaniel","2:06","D","10,425","--","None",1963
"Wednesday, Jun 19","boxscore","HOU","@","CHC","L","1","9","None","27-40","9","13","Hobbie","Brown","Elston","2:04","D","8,216","---","None",1963
"Thursday, Jun 20","boxscore","HOU","@","CHC","L","0","5","None","27-41","9","13.5","Jackson","Drott","None","2:00","D","7,422","----","None",1963
"Friday, Jun 21","boxscore","HOU","@","CIN","L","0","3","None","27-42","9","13.5","Maloney","Johnson","None","2:15","N","12,729","-----","None",1963
"Saturday, Jun 22","boxscore","HOU","@","CIN","L","0","3","None","27-43","9","14.5","Tsitouris","Bruce","None","2:19","D","6,197","------","None",1963
"Sunday, Jun 23","boxscore","HOU","@","CIN","L","0","4","None","27-44","10","15","Purkey","Umbricht","None","1:43","D","None","-------","None",1963
"Sunday, Jun 23","boxscore","HOU","@","CIN","L","1","8","None","27-45","10","15","Nuxhall","Zachary","Zanni","2:30","D","16,913","--------","None",1963
"Monday, Jun 24","boxscore","HOU","@","MLN","L","0","3","None","27-46","10","15.5","Lemaster","Brown","None","1:59","N","6,592","---------","None",1963
"Tuesday, Jun 25","boxscore","HOU","@","MLN","L","0","4","None","27-47","10","16","Cloninger","Johnson","None","1:45","N","7,444","----------","None",1963
"Wednesday, Jun 26","boxscore","HOU","@","MLN","W","7","2","13","28-47","10","16","Woodeshick","Hendley","None","3:32","N","7,729","+","None",1963
"Friday, Jun 28","boxscore","HOU","None","STL","L","2","9","None","28-48","10","17","Gibson","Drott","None","2:27","N","18,840","-","None",1963
"Saturday, Jun 29","boxscore","HOU","None","STL","L","1","2","None","28-49","10","18","Broglio","Johnson","Taylor","2:14","N","12,734","--","None",1963
"Sunday, Jun 30","boxscore","HOU","None","STL","W","1","0","None","29-49","10","17","Brown","Burdette","None","2:05","N","10,856","+","None",1963
"Monday, Jul 1","boxscore","HOU","None","STL","W-wo","4","3","11","30-49","9","16","Woodeshick","Taylor","None","3:15","N","8,485","++","None",1963
"Tuesday, Jul 2","boxscore","HOU","None","CIN","L","4","6","None","30-50","9","16.5","Purkey","McMahon","Worthington","2:47","N","6,769","-","None",1963
"Wednesday, Jul 3","boxscore","HOU","None","CIN","L","1","2","None","30-51","9","17.5","Tsitouris","Woodeshick","None","2:09","N","6,051","--","None",1963
"Thursday, Jul 4","boxscore","HOU","None","CIN","W","5","2","None","31-51","9","17","Johnson","Nuxhall","Woodeshick","1:58","N","None","+","None",1963
"Thursday, Jul 4","boxscore","HOU","None","CIN","W","6","2","None","32-51","9","17","Farrell","Jay","None","2:50","N","13,912","++","None",1963
"Friday, Jul 5","boxscore","HOU","None","MLN","W","4","2","None","33-51","9","17","Bruce","Sadowski","Dickson","2:38","N","7,111","+++","None",1963
"Saturday, Jul 6","boxscore","HOU","None","MLN","L","1","7","None","33-52","9","17.5","Lemaster","McMahon","None","2:15","N","None","-","None",1963
"Saturday, Jul 6","boxscore","HOU","None","MLN","L","0","2","None","33-53","9","17.5","Shaw","Brown","None","2:03","N","13,776","--","None",1963
"Sunday, Jul 7","boxscore","HOU","None","MLN","L","0","4","None","33-54","9","19","Spahn","Umbricht","None","2:07","N","9,665","---","None",1963
"Wednesday, Jul 10","boxscore","HOU","@","PIT","W","2","0","None","34-54","9","19","Johnson","Friend","Woodeshick","2:08","N","6,517","+","1963-04-29 (Rain)",1963
"Thursday, Jul 11","boxscore","HOU","@","PIT","L","0","3","None","34-55","9","20","Cardwell","Farrell","None","1:56","N","6,896","-","None",1963
"Friday, Jul 12","boxscore","HOU","@","PIT","L","1","2","None","34-56","9","21","Schwall","Bruce","Face","2:35","N","8,997","--","None",1963
"Saturday, Jul 13","boxscore","HOU","@","PIT","L","0","3","None","34-57","9","22","Law","Drott","None","1:50","D","6,775","---","None",1963
"Sunday, Jul 14","boxscore","HOU","@","NYM","W","8","3","8","35-57","9","22","Brown","Cisco","None","1:48","D","8,639","+","None",1963
"Monday, Jul 15","boxscore","HOU","@","NYM","L","5","14","None","35-58","9","21.5","Willey","Johnson","Hook","2:59","N","None","-","1963-07-14 (Rain)",1963
"Monday, Jul 15","boxscore","HOU","@","NYM","W","8","0","None","36-58","9","21.5","Nottebart","Craig","Woodeshick","2:22","N","6,505","+","1963-05-01 (Rain)",1963
"Tuesday, Jul 16","boxscore","HOU","@","NYM","L-wo","3","4","None","36-59","9","22","Cisco","Woodeshick","None","2:07","D","5,955","-","None",1963
"Wednesday, Jul 17","boxscore","HOU","@","PHI","L-wo","9","10","10","36-60","9","23","Bennett","Dickson","None","3:09","N","5,796","--","None",1963
"Thursday, Jul 18","boxscore","HOU","@","PHI","L","1","5","None","36-61","9","24","Boozer","Johnson","None","2:04","N","5,646","---","None",1963
"Friday, Jul 19","boxscore","HOU","@","STL","L","2","7","None","36-62","9","25","Taylor","Drott","None","2:15","N","12,443","----","None",1963
"Saturday, Jul 20","boxscore","HOU","@","STL","L","1","8","None","36-63","9","26","Simmons","Farrell","None","2:08","N","15,602","-----","None",1963
"Sunday, Jul 21","boxscore","HOU","@","STL","L","4","9","None","36-64","9","25.5","Gibson","Brown","None","2:20","D","10,310","------","None",1963
"Tuesday, Jul 23","boxscore","HOU","None","PHI","W-wo","6","5","15","37-64","9","25.5","Farrell","Klippstein","None","4:16","N","8,553","+","None",1963
"Wednesday, Jul 24","boxscore","HOU","None","PHI","L","3","6","None","37-65","9","26.5","McLish","Johnson","Baldschun","2:20","N","6,879","-","None",1963
"Thursday, Jul 25","boxscore","HOU","None","PHI","W","3","0","None","38-65","9","25.5","Brown","Culp","None","1:48","N","5,357","+","None",1963
"Friday, Jul 26","boxscore","HOU","None","NYM","W","7","3","None","39-65","9","24.5","Farrell","Stallard","None","2:18","N","6,907","++","None",1963
"Saturday, Jul 27","boxscore","HOU","None","NYM","W","1","0","None","40-65","9","23.5","Bruce","Craig","Woodeshick","1:39","N","9,123","+++","None",1963
"Sunday, Jul 28","boxscore","HOU","None","NYM","W","8","2","None","41-65","9","22.5","Johnson","Jackson","None","2:12","N","6,522","++++","None",1963
"Tuesday, Jul 30","boxscore","HOU","None","PIT","L","1","8","None","41-66","9","23","Gibbon","Brown","None","2:40","N","6,976","-","None",1963
"Wednesday, Jul 31","boxscore","HOU","None","PIT","L","3","6","None","41-67","9","24","Friend","Woodeshick","Face","2:30","N","6,093","--","None",1963
"Friday, Aug 2","boxscore","HOU","None","LAD","W","4","1","None","42-67","9","23","Farrell","Drysdale","None","1:55","N","13,054","+","None",1963
"Saturday, Aug 3","boxscore","HOU","None","LAD","L","0","2","None","42-68","9","24","Koufax","Bruce","None","2:00","N","25,473","-","None",1963
"Sunday, Aug 4","boxscore","HOU","None","LAD","L","0","4","None","42-69","9","25","Podres","Johnson","Sherry","2:09","N","14,237","--","None",1963
"Monday, Aug 5","boxscore","HOU","None","SFG","W-wo","6","5","None","43-69","9","24.5","Woodeshick","Fisher","None","2:28","N","11,822","+","None",1963
"Tuesday, Aug 6","boxscore","HOU","None","SFG","L","1","3","None","43-70","9","25.5","Duffalo","Brown","Larsen","2:25","N","10,466","-","None",1963
"Wednesday, Aug 7","boxscore","HOU","None","SFG","W","1","0","None","44-70","9","25.5","Farrell","Sanford","Woodeshick","1:50","D","15,604","+","None",1963
"Friday, Aug 9","boxscore","HOU","@","PIT","W","7","6","15","45-70","9","24.5","Woodeshick","Schwall","None","3:57","N","None","++","None",1963
"Friday, Aug 9","boxscore","HOU","@","PIT","L-wo","6","7","11","45-71","9","24.5","McBean","Drott","None","3:10","N","9,420","-","1963-04-30 (Rain)",1963
"Saturday, Aug 10","boxscore","HOU","@","PIT","L","2","3","None","45-72","9","25.5","Cardwell","Nottebart","Face","2:35","N","7,951","--","None",1963
"Sunday, Aug 11","boxscore","HOU","@","PIT","L-wo","1","2","None","45-73","9","25.5","Face","Brown","None","1:50","D","8,093","---","None",1963
"Monday, Aug 12","boxscore","HOU","@","PIT","L","2","4","None","45-74","9","26","Friend","Farrell","Face","2:05","N","7,240","----","None",1963
"Tuesday, Aug 13","boxscore","HOU","@","STL","L","2","4","None","45-75","9","26","Broglio","Bruce","None","2:24","N","11,085","-----","None",1963
"Wednesday, Aug 14","boxscore","HOU","@","STL","L","2","3","None","45-76","9","26","Gibson","Johnson","None","1:53","N","12,798","------","None",1963
"Thursday, Aug 15","boxscore","HOU","@","STL","W","4","2","None","46-76","9","26","Nottebart","Sadecki","Woodeshick","2:10","N","10,111","+","None",1963
"Friday, Aug 16","boxscore","HOU","@","MLN","L-wo","2","3","None","46-77","9","27","Shaw","Woodeshick","None","2:15","N","7,506","-","None",1963
"Saturday, Aug 17","boxscore","HOU","@","MLN","L","1","4","None","46-78","9","28","Lemaster","Drott","None","2:17","N","8,937","--","None",1963
"Sunday, Aug 18","boxscore","HOU","@","MLN","L","2","3","None","46-79","9","29.5","Spahn","Brown","None","1:48","D","9,322","---","None",1963
"Tuesday, Aug 20","boxscore","HOU","None","CIN","L","0","1","None","46-80","9","30.5","Nuxhall","Johnson","Worthington","2:04","N","7,912","----","None",1963
"Wednesday, Aug 21","boxscore","HOU","None","CIN","W","1","0","None","47-80","9","30.5","Nottebart","O'Toole","None","2:05","N","7,286","+","None",1963
"Friday, Aug 23","boxscore","HOU","None","STL","L","1","4","None","47-81","9","30","Gibson","Farrell","None","1:36","N","14,483","-","None",1963
"Saturday, Aug 24","boxscore","HOU","None","STL","W","4","0","None","48-81","9","29","Brown","Taylor","None","1:53","N","23,119","+","None",1963
"Sunday, Aug 25","boxscore","HOU","None","STL","W","3","1","None","49-81","9","29","Umbricht","Burdette","None","1:58","D","7,234","++","None",1963
"Monday, Aug 26","boxscore","HOU","None","MLN","L","7","11","None","49-82","9","29","Piche","Drott","Tiefenauer","3:07","N","5,908","-","None",1963
"Tuesday, Aug 27","boxscore","HOU","None","MLN","L","2","3","None","49-83","9","30","Spahn","Nottebart","None","2:09","N","7,349","--","None",1963
"Wednesday, Aug 28","boxscore","HOU","None","MLN","L","1","9","None","49-84","9","30","Cloninger","Farrell","None","2:01","N","6,695","---","None",1963
"Friday, Aug 30","boxscore","HOU","@","CHC","W","5","1","None","50-84","9","30.5","Johnson","Koonce","None","2:15","D","8,279","+","None",1963
"Saturday, Aug 31","boxscore","HOU","@","CHC","L-wo","5","6","None","50-85","9","30.5","Brewer","Woodeshick","None","2:15","D","9,027","-","None",1963
"Sunday, Sep 1","boxscore","HOU","@","CHC","L-wo","3","4","None","50-86","9","31.5","McDaniel","McMahon","None","2:40","D","14,083","--","None",1963
"Monday, Sep 2","boxscore","HOU","@","LAD","L","3","7","None","50-87","9","33.5","Koufax","Farrell","None","2:16","D","None","---","None",1963
"Monday, Sep 2","boxscore","HOU","@","LAD","L","1","7","None","50-88","9","33.5","Podres","Zachary","Perranoski","2:14","D","39,378","----","None",1963
"Tuesday, Sep 3","boxscore","HOU","@","LAD","L-wo","3","4","10","50-89","9","34.5","Perranoski","Farrell","None","2:24","N","23,235","-----","None",1963
"Wednesday, Sep 4","boxscore","HOU","@","SFG","L","3","8","None","50-90","9","34.5","Sanford","Drott","None","1:53","D","4,559","------","None",1963
"Thursday, Sep 5","boxscore","HOU","@","SFG","W","5","2","10","51-90","9","34.5","Nottebart","Bolin","None","2:24","D","5,107","+","None",1963
