"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","games_behind","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year"
"Monday, Apr 24","boxscore","WSN","None","CIN","L","2","4","None","7-12","4","5","Ramirez","Hernandez","Weathers","2:38","N","19,264","--","None",2006
"Tuesday, Apr 25","boxscore","WSN","None","CIN","L","5","6","None","7-13","4","6","Williams","Traber","Weathers","2:59","N","21,642","---","None",2006
"Wednesday, Apr 26","boxscore","WSN","None","CIN","L","0","5","None","7-14","4","7","Arroyo","Ortiz","None","2:45","D","19,380","----","None",2006
"Thursday, Apr 27","boxscore","WSN","@","STL","L","2","6","None","7-15","5","7.5","Ponson","O'Connor","None","2:46","N","39,515","-----","None",2006
"Friday, Apr 28","boxscore","WSN","@","STL","W","8","3","None","8-15","4","7.5","Armas","Marquis","None","2:51","N","40,841","+","None",2006
"Saturday, Apr 29","boxscore","WSN","@","STL","L","1","2","None","8-16","4","8.5","Looper","Rauch","Isringhausen","2:22","D","39,596","-","None",2006
"Sunday, Apr 30","boxscore","WSN","@","STL","L","2","9","None","8-17","4","8.5","Suppan","Day","None","2:51","D","39,383","--","None",2006
"Monday, May 1","boxscore","WSN","@","NYM","L-wo","1","2","None","8-18","4","9.5","Wagner","Majewski","None","2:42","N","28,310","---","None",2006
"Tuesday, May 2","boxscore","WSN","@","NYM","W","6","2","None","9-18","4","8.5","O'Connor","Maine","None","2:32","N","34,046","+","None",2006
"Wednesday, May 3","boxscore","WSN","None","FLA","L","5","6","None","9-19","4","9.5","Nolasco","Stanton","Borowski","3:54","N","21,918","-","None",2006
"Thursday, May 4","boxscore","WSN","None","FLA","L","3","11","None","9-20","5","10.5","Johnson","Hernandez","None","2:40","N","20,984","--","None",2006
"Friday, May 5","boxscore","WSN","None","PIT","W","6","0","None","10-20","4","10.5","Day","Perez","None","2:43","N","21,059","+","None",2006
"Saturday, May 6","boxscore","WSN","None","PIT","L","4","5","11","10-21","4","11.5","Gonzalez","Rodriguez","None","3:51","N","29,953","-","None",2006
"Sunday, May 7","boxscore","WSN","None","PIT","W","5","4","None","11-21","4","10.5","O'Connor","Duke","Cordero","2:41","D","30,659","+","None",2006
"Tuesday, May 9","boxscore","WSN","@","CIN","W","7","1","None","12-21","4","9.5","Armas","Claussen","None","2:47","N","16,716","++","None",2006
"Wednesday, May 10","boxscore","WSN","@","CIN","L","6","9","None","12-22","4","10.5","Weathers","Stanton","None","3:16","N","14,180","-","None",2006
"Thursday, May 11","boxscore","WSN","@","CIN","L-wo","4","5","11","12-23","4","10.5","Shackelford","Eischen","None","3:35","N","15,771","--","None",2006
"Friday, May 12","boxscore","WSN","@","ATL","L","2","6","None","12-24","4","10.5","Smoltz","Ortiz","None","2:14","N","31,818","---","None",2006
"Saturday, May 13","boxscore","WSN","@","ATL","L-wo","5","8","None","12-25","4","11.5","Reitsma","Cordero","None","3:18","N","37,040","----","None",2006
"Sunday, May 14","boxscore","WSN","@","ATL","W","8","1","None","13-25","4","10.5","Armas","Thomson","None","2:54","D","31,062","+","None",2006
"Tuesday, May 16","boxscore","WSN","@","CHC","L","0","4","None","13-26","4","11.5","Zambrano","Hernandez","None","2:32","N","39,298","-","None",2006
"Wednesday, May 17","boxscore","WSN","@","CHC","L","0","5","None","13-27","4","11.5","Marshall","Day","None","2:40","N","39,757","--","None",2006
"Thursday, May 18","boxscore","WSN","@","CHC","W","5","3","None","14-27","4","10.5","Ortiz","Wood","Cordero","2:57","D","40,517","+","None",2006
"Friday, May 19","boxscore","WSN","None","BAL","L","1","5","None","14-28","4","11.5","Benson","O'Connor","None","3:03","N","30,320","-","None",2006
"Saturday, May 20","boxscore","WSN","None","BAL","W","8","3","None","15-28","4","10.5","Rauch","Lopez","None","3:02","N","32,502","+","None",2006
"Sunday, May 21","boxscore","WSN","None","BAL","W","3","1","None","16-28","4","10.5","Hernandez","Chen","Cordero","2:49","D","32,152","++","None",2006
"Monday, May 22","boxscore","WSN","None","HOU","L","3","10","None","16-29","4","11","Rodriguez","Day","None","3:19","N","18,803","-","None",2006
"Tuesday, May 23","boxscore","WSN","None","HOU","W","4","1","None","17-29","4","11","Ortiz","Nieve","Cordero","2:08","N","23,189","+","None",2006
"Wednesday, May 24","boxscore","WSN","None","HOU","W","5","1","None","18-29","4","11","Majewski","Wheeler","None","2:31","N","24,194","++","None",2006
"Thursday, May 25","boxscore","WSN","None","HOU","W","8","5","None","19-29","4","10","Armas","Pettitte","Cordero","2:59","D","24,733","+++","None",2006
"Friday, May 26","boxscore","WSN","None","LAD","W","10","4","None","20-29","4","9","Hernandez","Tomko","None","3:00","N","22,712","++++","None",2006
"Saturday, May 27","boxscore","WSN","None","LAD","L","1","3","None","20-30","4","10","Lowe","Stanton","Saito","2:30","D","26,867","-","None",2006
"Sunday, May 28","boxscore","WSN","None","LAD","W","10","4","None","21-30","4","10","Ortiz","Seo","None","2:50","D","30,348","+","None",2006
"Monday, May 29","boxscore","WSN","@","PHI","L","2","11","None","21-31","4","11","Condrey","O'Connor","None","2:56","N","33,682","-","None",2006
"Tuesday, May 30","boxscore","WSN","@","PHI","L","2","4","None","21-32","4","11","Myers","Armas","Gordon","2:21","N","23,805","--","None",2006
"Wednesday, May 31","boxscore","WSN","@","PHI","W","3","2","None","22-32","4","11","Hernandez","Lidle","Cordero","2:48","D","30,386","+","None",2006
"Friday, Jun 2","boxscore","WSN","@","MIL","W","10","4","None","23-32","4","10.5","Ortiz","Eveland","None","3:15","N","21,476","++","None",2006
"Saturday, Jun 3","boxscore","WSN","@","MIL","W","4","3","None","24-32","4","10","Bray","Turnbow","Cordero","3:02","N","40,392","+++","None",2006
"Sunday, Jun 4","boxscore","WSN","@","MIL","W","8","4","None","25-32","4","9","Armas","De La Rosa","None","3:08","D","21,608","++++","None",2006
"Monday, Jun 5","boxscore","WSN","@","ATL","W","5","4","None","26-32","4","9","Hernandez","Hudson","Cordero","3:13","N","20,702","+++++","None",2006
"Tuesday, Jun 6","boxscore","WSN","@","ATL","L","3","5","None","26-33","4","9","Ramirez","Hill","Ray","2:21","N","23,497","-","None",2006
"Wednesday, Jun 7","boxscore","WSN","@","ATL","W","5","2","None","27-33","4","9","Ortiz","Smoltz","Cordero","2:38","N","32,001","+","None",2006
"Thursday, Jun 8","boxscore","WSN","None","PHI","W","5","2","None","28-33","4","9","O'Connor","Brito","Cordero","2:39","N","24,669","++","None",2006
"Friday, Jun 9","boxscore","WSN","None","PHI","W-wo","9","8","12","29-33","3","9","Cordero","Condrey","None","3:51","N","24,751","+++","None",2006
"Saturday, Jun 10","boxscore","WSN","None","PHI","L","2","6","None","29-34","4","10","Geary","Hernandez","None","2:53","D","32,089","-","None",2006
"Sunday, Jun 11","boxscore","WSN","None","PHI","W","6","0","None","30-34","3","10","Hill","Hamels","None","2:38","D","30,583","+","None",2006
"Monday, Jun 12","boxscore","WSN","None","COL","L","3","4","None","30-35","4","10.5","Francis","Ortiz","Fuentes","2:52","N","20,633","-","None",2006
"Tuesday, Jun 13","boxscore","WSN","None","COL","L","2","9","None","30-36","4","11.5","Fogg","O'Connor","None","2:47","N","21,689","--","None",2006
"Wednesday, Jun 14","boxscore","WSN","None","COL","L","8","14","None","30-37","4","12.5","Martin","Bray","None","3:18","N","24,273","---","None",2006
"Thursday, Jun 15","boxscore","WSN","None","COL","L","1","8","None","30-38","4","13.5","Jennings","Hernandez","None","2:56","D","22,793","----","None",2006
"Friday, Jun 16","boxscore","WSN","None","NYY","L","5","7","None","30-39","4","13.5","Rivera","Cordero","None","3:17","N","44,749","-----","None",2006
"Saturday, Jun 17","boxscore","WSN","None","NYY","W","11","9","None","31-39","3","12.5","Rauch","Rivera","Cordero","3:51","D","45,085","+","None",2006
"Sunday, Jun 18","boxscore","WSN","None","NYY","W-wo","3","2","None","32-39","3","12.5","Majewski","Wang","None","2:36","D","45,157","++","None",2006
"Monday, Jun 19","boxscore","WSN","@","BOS","L","3","6","None","32-40","3","12.5","Snyder","Armas","Timlin","3:19","N","36,252","-","None",2006
"Tuesday, Jun 20","boxscore","WSN","@","BOS","L","3","11","None","32-41","4","13.5","Wakefield","Hernandez","None","2:55","N","36,421","--","None",2006
"Wednesday, Jun 21","boxscore","WSN","@","BOS","L","3","9","None","32-42","4","13.5","Lester","Hill","None","2:57","N","36,464","---","None",2006
"Friday, Jun 23","boxscore","WSN","@","BAL","L","1","2","None","32-43","4","15","Lopez","Patterson","Ray","2:28","N","48,331","----","None",2006
"Saturday, Jun 24","boxscore","WSN","@","BAL","L-wo","2","3","None","32-44","4","15","Williams","Cordero","None","2:57","D","36,290","-----","None",2006
"Sunday, Jun 25","boxscore","WSN","@","BAL","W","9","5","None","33-44","4","15","Hernandez","Cabrera","None","3:12","D","27,680","+","None",2006
"Tuesday, Jun 27","boxscore","WSN","@","TOR","L","0","6","None","33-45","4","15","Burnett","Ortiz","None","2:25","N","20,288","-","None",2006
"Wednesday, Jun 28","boxscore","WSN","@","TOR","L","1","6","None","33-46","4","15","Lilly","Hill","None","2:32","N","17,067","--","None",2006
"Thursday, Jun 29","boxscore","WSN","@","TOR","L","4","8","None","33-47","5","15","Halladay","Patterson","None","2:42","N","17,175","---","None",2006
"Friday, Jun 30","boxscore","WSN","None","TBD","L","1","11","None","33-48","5","15","Corcoran","O'Connor","None","2:46","N","21,854","----","None",2006
"Saturday, Jul 1","boxscore","WSN","None","TBD","W-wo","4","3","10","34-48","5","15","Cordero","Meadows","None","3:08","N","21,515","+","None",2006
"Sunday, Jul 2","boxscore","WSN","None","TBD","W","6","2","None","35-48","5","14","Ortiz","Seo","None","2:34","D","23,823","++","None",2006
"Monday, Jul 3","boxscore","WSN","None","FLA","W","9","1","None","36-48","5","13","Astacio","Nolasco","None","2:28","N","24,943","+++","None",2006
"Tuesday, Jul 4","boxscore","WSN","None","FLA","W-wo","6","4","None","37-48","4","13","Cordero","Borowski","None","3:11","D","23,118","++++","None",2006
"Wednesday, Jul 5","boxscore","WSN","None","FLA","L","9","18","None","37-49","5","14","Petit","O'Connor","Pinto","3:18","N","18,441","-","None",2006
"Thursday, Jul 6","boxscore","WSN","None","FLA","W-wo","8","7","11","38-49","5","14","Cordero","Vargas","None","4:04","D","29,053","+","None",2006
"Friday, Jul 7","boxscore","WSN","None","SDP","L","2","3","None","38-50","5","14","Williams","Ortiz","Hoffman","2:56","N","25,161","-","None",2006
"Saturday, Jul 8","boxscore","WSN","None","SDP","L","2","5","None","38-51","5","14.5","Young","Astacio","Hoffman","2:54","N","27,060","--","None",2006
"Sunday, Jul 9","boxscore","WSN","None","SDP","L","9","10","None","38-52","5","15.5","Cassidy","Cordero","Linebrink","3:24","D","22,000","---","None",2006
"Friday, Jul 14","boxscore","WSN","@","PIT","L","4","7","None","38-53","5","16.5","Duke","Ortiz","Gonzalez","2:52","N","26,720","----","None",2006
"Saturday, Jul 15","boxscore","WSN","@","PIT","L-wo","6","7","None","38-54","5","16.5","Gonzalez","Corcoran","None","3:31","N","32,626","-----","None",2006
"Sunday, Jul 16","boxscore","WSN","@","PIT","W","8","4","11","39-54","5","16.5","Stanton","Hernandez","None","3:48","D","18,908","+","None",2006
"Monday, Jul 17","boxscore","WSN","@","FLA","L","2","4","None","39-55","5","17","Nolasco","Armas","Borowski","2:22","N","7,562","-","None",2006
"Tuesday, Jul 18","boxscore","WSN","@","FLA","W","7","6","None","40-55","5","17","Stanton","Kensing","Cordero","3:05","N","11,247","+","None",2006
"Wednesday, Jul 19","boxscore","WSN","@","FLA","L","0","1","None","40-56","5","17","Sanchez","Ortiz","Borowski","2:26","D","25,546","-","None",2006
"Friday, Jul 21","boxscore","WSN","None","CHC","W","7","6","None","41-56","5","17.5","Rauch","Howry","Cordero","3:18","N","35,442","+","None",2006
"Saturday, Jul 22","boxscore","WSN","None","CHC","W","7","3","None","42-56","5","17.5","Hernandez","Williamson","None","3:18","D","38,021","++","None",2006
"Sunday, Jul 23","boxscore","WSN","None","CHC","W","7","1","None","43-56","5","16.5","Armas","Marmol","None","2:37","D","30,851","+++","None",2006
"Tuesday, Jul 25","boxscore","WSN","None","SFG","W","8","6","None","44-56","5","15","Ortiz","Morris","Cordero","2:47","N","33,358","++++","None",2006
"Wednesday, Jul 26","boxscore","WSN","None","SFG","W-wo","4","3","None","45-56","5","15","Rivera","Benitez","None","3:09","N","30,248","+++++","None",2006
"Thursday, Jul 27","boxscore","WSN","None","SFG","W","6","5","None","46-56","5","14.5","Hernandez","Cain","Cordero","2:27","D","29,717","++++++","None",2006
"Friday, Jul 28","boxscore","WSN","@","LAD","L","1","13","None","46-57","5","15.5","Billingsley","Armas","None","2:55","N","55,825","-","None",2006
"Saturday, Jul 29","boxscore","WSN","@","LAD","L","5","7","None","46-58","5","16.5","Lowe","O'Connor","Broxton","2:58","D","41,540","--","None",2006
"Sunday, Jul 30","boxscore","WSN","@","LAD","L","3","4","None","46-59","5","17.5","Broxton","Rauch","Saito","2:52","D","43,346","---","None",2006
"Monday, Jul 31","boxscore","WSN","@","SFG","W","10","7","None","47-59","5","17","Astacio","Lowry","Cordero","3:19","N","37,106","+","None",2006
"Tuesday, Aug 1","boxscore","WSN","@","SFG","W","4","1","None","48-59","5","16","Hernandez","Cain","Cordero","2:42","N","37,258","++","None",2006
"Wednesday, Aug 2","boxscore","WSN","@","SFG","L","6","8","None","48-60","5","17","Schmidt","Armas","Stanton","3:01","D","38,283","-","None",2006
"Friday, Aug 4","boxscore","WSN","@","SDP","W","6","2","None","49-60","5","15.5","Ortiz","Young","None","3:01","N","36,538","+","None",2006
"Saturday, Aug 5","boxscore","WSN","@","SDP","L","3","6","None","49-61","5","16.5","Embree","Astacio","Hoffman","2:40","N","40,339","-","None",2006
"Sunday, Aug 6","boxscore","WSN","@","SDP","L-wo","2","3","10","49-62","5","17.5","Brocail","Bowie","None","3:27","D","35,648","--","None",2006
"Tuesday, Aug 8","boxscore","WSN","None","FLA","L","2","4","None","49-63","5","18.5","Nolasco","Armas","Borowski","2:49","N","24,922","---","None",2006
"Wednesday, Aug 9","boxscore","WSN","None","FLA","W","5","2","None","50-63","5","18.5","Ortiz","Willis","Cordero","3:17","N","21,390","+","None",2006
"Thursday, Aug 10","boxscore","WSN","None","FLA","L","6","9","None","50-64","5","19.5","Moehler","Wagner","Borowski","3:20","N","21,304","-","None",2006
"Friday, Aug 11","boxscore","WSN","None","NYM","W","2","1","None","51-64","5","18.5","Traber","Glavine","Cordero","2:34","N","29,414","+","None",2006
"Saturday, Aug 12","boxscore","WSN","None","NYM","L","4","6","None","51-65","5","19.5","Feliciano","Schroder","Wagner","2:46","N","42,507","-","None",2006
"Sunday, Aug 13","boxscore","WSN","None","NYM","L","1","3","None","51-66","5","20.5","Bradford","Rauch","Wagner","2:59","D","37,732","--","None",2006
"Monday, Aug 14","boxscore","WSN","None","ATL","L","4","10","None","51-67","5","20.5","James","Ortiz","None","2:52","N","21,550","---","None",2006
"Tuesday, Aug 15","boxscore","WSN","None","ATL","W","5","0","None","52-67","5","19.5","Astacio","Cormier","None","2:01","N","24,036","+","None",2006
"Wednesday, Aug 16","boxscore","WSN","None","ATL","W","9","6","None","53-67","5","18.5","Traber","Smoltz","Cordero","2:50","N","28,094","++","None",2006
"Thursday, Aug 17","boxscore","WSN","None","ATL","L","0","5","None","53-68","5","19.5","Villarreal","Bergmann","None","2:34","D","29,007","-","None",2006
"Friday, Aug 18","boxscore","WSN","@","PHI","W","6","4","None","54-68","5","19.5","Armas","Myers","Cordero","3:10","N","30,123","+","None",2006
"Saturday, Aug 19","boxscore","WSN","@","PHI","L","2","11","None","54-69","5","20.5","Hamels","Ortiz","None","2:40","N","34,881","-","None",2006
"Sunday, Aug 20","boxscore","WSN","@","PHI","L","10","12","None","54-70","5","21.5","Wolf","Astacio","Rhodes","3:37","D","36,023","--","None",2006
"Monday, Aug 21","boxscore","WSN","@","FLA","L","1","3","None","54-71","5","22","Sanchez","Traber","Borowski","2:26","N","9,316","---","None",2006
"Tuesday, Aug 22","boxscore","WSN","@","FLA","L","5","7","None","54-72","5","23","Tankersley","Wagner","Borowski","2:46","N","10,260","----","None",2006
"Wednesday, Aug 23","boxscore","WSN","@","FLA","L","7","9","None","54-73","5","24","Olsen","Armas","None","2:46","N","11,318","-----","None",2006
"Friday, Aug 25","boxscore","WSN","@","ATL","W","7","6","None","55-73","5","23.5","Wagner","Paronto","Rivera","3:20","N","33,621","+","None",2006
"Saturday, Aug 26","boxscore","WSN","@","ATL","L","1","10","None","55-74","5","24.5","Smoltz","Astacio","None","2:46","D","38,610","-","None",2006
"Sunday, Aug 27","boxscore","WSN","@","ATL","L","6","13","None","55-75","5","25","McBride","Traber","None","3:00","D","30,587","--","None",2006
"Tuesday, Aug 29","boxscore","WSN","None","PHI","L","6","10","None","55-76","5","26.5","Myers","Armas","Rhodes","3:30","N","25,735","---","None",2006
"Wednesday, Aug 30","boxscore","WSN","None","PHI","L","1","5","None","55-77","5","27.5","Hamels","Ortiz","None","2:21","N","24,438","----","None",2006
"Thursday, Aug 31","boxscore","WSN","None","PHI","W-wo","6","5","10","56-77","5","26.5","Wagner","Fultz","None","3:21","N","22,221","+","None",2006
"Saturday, Sep 2","boxscore","WSN","None","ARI","W-wo","7","6","11","57-77","5","26.5","Cordero","Lyon","None","3:37","D","22,012","++","None",2006
"Saturday, Sep 2","boxscore","WSN","None","ARI","W","4","3","None","58-77","5","26.5","Rivera","Hernandez","Cordero","2:30","N","22,922","+++","2006-09-01 (Rain)",2006
"Sunday, Sep 3","boxscore","WSN","None","ARI","W","5","3","None","59-77","5","25.5","Wagner","Webb","Rauch","2:32","D","30,771","++++","None",2006
"Monday, Sep 4","boxscore","WSN","None","STL","W","4","1","None","60-77","5","24.5","Ortiz","Marquis","None","2:10","D","31,092","+++++","None",2006
"Tuesday, Sep 5","boxscore","WSN","None","STL","L","0","2","None","60-78","5","25","Suppan","Astacio","Isringhausen","2:40","N","25,937","-","None",2006
"Wednesday, Sep 6","boxscore","WSN","None","STL","W-wo","7","6","None","61-78","5","25.5","Cordero","Isringhausen","None","3:10","D","21,322","+","None",2006
"Thursday, Sep 7","boxscore","WSN","@","COL","L","5","10","None","61-79","5","26.5","Corpas","Wagner","None","3:00","N","18,617","-","None",2006
"Friday, Sep 8","boxscore","WSN","@","COL","L","8","11","None","61-80","5","26.5","Field","Rauch","Fuentes","3:21","N","22,214","--","None",2006
